Id,SalePrice
332,71299.65072945188
1917,143100.72285824566
2094,238948.34996805573
1460,262251.13052109076
1471,229375.47977252508
1509,115137.35290808218
1922,125872.25200528296
433,451082.4640892095
460,285154.6107425424
1116,233900.28340170736
1137,171511.36399944389
53,162892.8543482576
2354,268954.8591555146
1475,197373.6506503019
1761,372351.69654359086
842,138876.80777265172
2739,176033.44255437184
2509,159408.49167079543
1007,206048.49907536028
2610,183763.79466602532
1952,98421.76620789577
2719,162190.07917825534
2921,84657.08599636474
1966,148328.450422524
292,130815.15720193819
1204,199085.22838482977
1829,257233.1349705503
2419,203308.2157896395
391,161190.6282246841
798,114649.78195336142
481,213123.95369150746
193,189969.75745208524
555,124145.72614787475
899,48659.16313371886
2357,197941.99907572832
328,158350.5836474136
1356,104196.63606194823
1154,115004.83348832467
1730,201443.46022505756
2249,164069.74067505784
1119,286825.1308677016
2856,135809.03933120976
1394,122688.53216720352
2587,123054.28228581227
61,315660.2150920534
2661,171629.0210331356
2711,117396.62511633584
1147,191386.84203764127
757,140717.69654697872
2623,91133.13728194697
2378,139287.0358176931
1413,144093.9455640191
1722,240097.50842931116
1112,228081.8408104143
1623,187369.74427812427
1201,209133.2952884383
1513,111672.16241831932
957,321971.6135628294
1171,240227.19368015454
1145,198637.5869447136
2726,211084.4702052105
703,157156.26785743903
760,112188.9669524575
1964,158935.6278820327
2512,193093.73010367528
159,139552.08045013086
1281,181825.37170924374
468,185466.0771089576
290,135370.2042571247
665,105690.27535858405
1463,251357.64079957292
1792,214787.639184759
923,160096.9957818965
500,282573.7166024351
1408,165085.0077497958
331,66058.22179086356
170,156999.8665805967
2192,92696.08164813311
2571,210805.1009700201
2314,167151.25548937896
2647,86815.79686625725
422,401072.4787934826
2457,321938.9609734259
1838,197098.5540527497
2805,245640.92924561602
1645,159201.31397867476
1711,313658.371792936
2825,230724.8012528918
322,310635.6180015674
2103,253857.45613375725
342,120373.09407569462
600,119799.01312952407
488,172529.63211903113
1725,313966.9295804242
2246,310533.25999267097
2847,150867.95104990658
806,233751.37846031762
530,231136.7129078479
963,187088.50828845825
2678,108916.14321493315
171,86858.812756827
2401,414671.41123796074
805,227019.91413082235
2259,244873.53946981617
1748,203280.3073566364
1361,138371.32664998889
1677,117342.3395960163
1406,170271.625260891
2322,252774.0876132736
688,155329.5700178675
143,135596.43971312838
804,215636.91185125918
1214,239492.0499691825
2828,152644.05895442434
1999,189546.56657032223
2467,210308.1998894318
2665,173399.08305163015
1538,303442.81963803875
398,118329.0040941374
2822,143845.57004958295
2157,144596.0178598045
1856,194827.70001417366
1269,106355.72363312231
2570,111885.88108174114
2320,241329.60761562973
1517,129621.17186292142
2304,110836.40548562768
1312,100543.12727181564
2012,140057.85393782283
506,253479.0047306912
2865,201021.72038206452
2367,105436.4343033181
554,89960.9222879964
238,127904.81973997508
1954,110088.44658060645
2488,140874.08190508722
2291,84482.84442960235
1969,107720.86627855501
2725,169170.1818956482
1482,152809.64429751513
2763,203012.7929894104
503,271432.70741430693
1584,245412.06670159812
1531,165887.1756391702
2210,188070.60235579198
459,332128.20123809925
556,128703.90466728774
1347,137794.14643131915
1290,77642.89798637561
1388,99825.72805951502
1571,253330.1476704714
2754,213694.8626881913
765,152686.42492404056
2494,121856.095688612
2870,233413.31106164446
7,259615.9890029929
1114,241772.0581536987
2418,265943.9205812712
291,138096.89777312367
18,369621.39695498603
39,370329.4467669312
1001,283446.62524220406
2442,229887.7748982978
616,127705.29570191065
2680,62146.66582818594
1414,126264.48917743683
289,156289.98015050858
40,277678.89829824865
860,130563.10830734618
409,117692.96668259925
673,154951.09157025686
2427,197521.57441671897
2036,217054.00025167427
2564,139054.1431594469
642,161340.23451867516
1008,181923.4580514226
1908,162127.1891454709
2519,210165.6701360049
1369,97027.33136469212
2855,156401.0144873155
712,87439.63665018565
1943,123042.43925275581
1958,136036.8708906871
107,184015.17836265205
2295,195894.48099412085
704,102350.82095845415
676,152361.57822578234
259,180913.02544225572
93,286332.6159058286
106,242845.97863104692
2315,169907.11625137116
1050,105261.7395479411
1095,216895.5726172897
2709,153393.2026592379
758,141819.8049327853
1496,152195.9848631527
2370,121146.82006719676
2458,293440.4552473244
2733,132315.87987649796
161,245574.36273532372
726,152742.96974726557
845,207629.07382275898
947,244299.1419599845
2232,116108.32864456401
2563,142831.2325062771
2299,141768.29227825708
211,75130.91663838882
605,156909.84857459262
1478,197815.99584744143
2247,294294.44767293
2274,237068.68892046562
2869,216688.50940879068
967,211207.0620879253
2656,115646.54950158144
667,206751.47285282254
1042,113576.83614975195
2023,157574.36148758384
2447,356446.551136205
2055,139052.86919329278
2275,293219.9447321074
2204,184145.22504686625
1563,292423.3298925029
483,248231.85585948065
796,129902.88157340925
1526,157864.87946176578
2042,133173.34968696933
442,346117.53063874063
1693,336392.5917169322
1468,228078.33340322197
1430,206747.40297062814
2605,153295.53884153347
1529,197133.60692910454
335,140287.57085094173
1287,123885.93275052638
31,101750.08857888501
1785,327381.48743354157
82,170756.21297885737
2620,133862.8848351877
252,175472.03648097132
721,61551.438215109156
2165,198249.76366579617
2316,189004.48324215482
775,131706.7915168798
1558,89346.13735941633
17,213391.69347139692
1022,232241.5397903685
925,133886.31294735364
438,284310.32285441866
1270,144973.076062975
1272,126762.53393275378
215,135036.460421907
266,236470.53545273602
2402,302723.72023317165
1250,130630.9209266633
1984,108891.66304023394
1279,139040.0818906899
377,238769.62506238124
1252,123998.31003702582
2156,258209.33436102048
499,326381.90718080907
1374,127361.41193974618
2898,217658.55782388244
401,110224.83947060927
2721,159077.98065815849
2078,238617.0096023308
2589,124633.98483106491
1946,225943.5523964059
1334,120363.14388349585
2781,218052.81264048154
431,390302.0056943183
576,208491.90886281882
1474,218077.60093306933
2254,131859.50907320564
2155,269298.1970985551
885,102885.11153145101
643,150106.7713200457
1944,122869.05915488815
480,201803.75759744598
2845,103840.46307536353
2387,323783.3139758419
2407,236347.78479937563
2527,181558.03682250233
2514,150420.8889271656
629,148659.61412548798
80,208755.85081731173
1876,138764.11452815676
1546,115824.56996304393
2518,180254.9569663274
2347,154777.52164468373
783,223688.52080056828
1322,35353.14698548819
194,96283.588493903
1770,297416.8843414256
2143,147437.76196595453
1229,245312.7601773735
511,266474.61221402325
46,254767.0317535865
1348,174026.64239224693
2465,209351.08640115953
387,235836.57014726885
873,231287.57078229138
1918,116209.67398776909
2764,236729.37577293455
2184,110062.69323466897
934,140820.8545354658
1920,124545.44039076797
2631,149881.03552515514
1768,538351.5416895298
2040,114391.40715233023
1749,215613.2069786285
834,241960.7474083692
1457,227232.78725703058
79,114805.05614395096
2302,135899.21010902338
1817,140187.28763466806
2755,233981.50423587294
359,180717.96124107594
2059,105951.05662471728
2092,243122.825103482
2516,225653.54140197957
150,104684.01125247599
1656,137060.83890490056
83,98010.97662855491
2411,204031.86832161507
795,74263.46679426896
2312,215119.77583305442
2917,105331.25763002092
1624,184126.78205226792
2215,278038.6517770506
1211,152813.46311147936
1485,178052.6016025528
1024,189170.80250661002
570,193458.26284922147
2874,145263.72269076295
700,146379.86926391808
2756,211266.72139511834
2022,167831.5387011166
583,217628.59203523656
2392,383626.01528025395
2424,180852.80109278954
212,85815.5665249778
736,125435.3141587975
1610,171181.77950063738
890,119466.63731449464
467,187601.91612306907
578,221871.83951801734
1747,206986.26250946548
1149,154432.79348591494
2758,252540.37100846772
857,151430.15961962135
2219,274243.5070543474
733,101882.85568195021
2909,111285.57094028531
1798,247366.01882665785
235,117297.71183872534
2366,125295.9622571354
1027,130808.67285161332
1195,153124.10805625594
1303,44636.257218601386
148,191855.06740446435
608,162604.40259526475
2515,215724.07359864676
821,277971.73938492144
2500,280856.16867104644
745,102593.5004863657
741,120969.94583876105
1611,130926.8920824513
2532,119738.57351835392
1081,236222.57261748647
1692,422246.3196816358
2520,201960.3922614068
276,109255.51238091773
1992,131217.61755549692
663,27769.607211173454
418,115028.40379919605
1733,208817.50624802388
2359,149489.93052667534
253,193465.2152210172
1518,198347.34783643932
2035,156532.15598074987
2919,74671.4517546767
1540,235857.37317318027
2120,146646.58939662794
1674,162414.1287275685
256,137039.77838163215
2361,94051.59403138957
978,69948.87397555813
2280,123808.74820816766
2095,225580.1816751418
1709,330583.713281399
2801,232037.3757431997
1246,121266.89624230037
2373,101357.48588260748
1055,312277.07141280593
2017,131348.828995632
1099,293181.6783615286
1344,83088.77794075228
835,206319.16531382757
1117,228363.5399333344
2043,99110.26735922006
2085,114900.84616614446
410,141089.58666401965
2650,97791.03211369581
2867,168906.14309779895
1668,111533.22223780208
1161,162268.49657474644
2122,184912.77602620906
2539,139407.49004828045
1047,133639.73597453543
1445,134563.92900633212
541,129335.07846133516
569,210631.27093145874
1276,132231.71296190546
918,163825.02329872298
326,164061.15413179438
1936,131150.2532897371
895,101154.92626613927
257,131309.2266432242
1241,173907.3838836695
1545,121224.39290198963
1189,180399.87800441883
270,144391.67130174878
2066,201027.34577676383
693,106411.24517849469
1259,154138.71119703352
2916,156873.239660643
2321,291047.5331204805
1977,103958.07574536314
1895,151406.94790375905
1240,187073.7265710698
85,141104.16551849837
1823,115743.73679600551
825,275237.4851468613
110,230292.13416965934
697,127019.97374243682
2297,102509.29934313845
1231,135085.09345968039
1355,135825.04316150217
968,315719.93716739083
584,219445.24480880954
1315,139898.71038411086
1606,139376.5314228368
206,118048.86657812676
1685,381517.74221937405
2016,129958.79919519134
869,202149.41912625532
2135,118161.31752377789
2346,179359.9469697337
2430,227548.07817114083
2198,93723.32708285426
2652,110680.69154495283
27,114649.99745054718
241,158747.22949574923
906,130315.97234956038
1506,111217.05842923753
2098,355332.4940897716
1435,229379.4122456606
2213,149148.0752121948
1274,139906.91653106513
743,18581.15088600834
1737,204656.67504337677
2797,261889.67471398448
2185,53530.435860004596
58,172627.87167441758
830,206377.5382512028
808,113386.76745562129
680,143677.67414166906
1153,99099.980317812
1291,147396.42354195728
1818,160074.04890323838
2161,201589.73991929757
1883,113215.93460525974
350,339639.2018891073
2473,154700.28857096963
295,192152.3170766269
293,203812.84124432554
859,132478.11689146634
288,50753.08022895774
1578,144789.3190275707
102,194643.1355186657
2831,152909.50496452034
1030,152353.21329804487
2551,145483.8434147941
1286,153238.64556123308
958,312022.6671482634
776,121223.89440063176
72,239682.71707471795
2263,268981.6207996688
1866,143987.3629489519
2876,67946.82287498262
2146,238781.03057588372
103,190603.66874163132
1500,139076.1498278806
492,177910.46388797514
167,140746.83100252828
2597,119518.78768765024
2685,108480.9437273147
1035,158252.83177899977
1220,66358.07557688835
2602,159017.3428640639
2159,213297.9390403506
695,160671.08842452272
1109,273741.6498038396
640,192185.61301330788
1652,150208.95353987717
2090,128845.03400309154
1188,181104.66163520154
2345,225638.92547909572
1059,387914.65527887456
2751,224708.8280656857
128,202522.5331054151
1523,176461.58821225082
2925,172397.83705372753
2145,272167.9388075738
1121,227760.39208893175
566,241668.93885339017
565,258414.71576124843
1331,137502.84655468815
2928,109473.26611106425
156,135882.3056197231
797,146143.22917329657
327,87851.13771319346
2859,148040.00115060428
1453,114925.73044863144
1762,326769.7966809477
1868,218750.21859279426
1760,171876.04348096036
1113,240001.6941688446
1812,195812.49781661923
117,151150.68751926793
1142,208054.2598430425
2342,423150.81420952984
927,159582.12324411914
2478,171222.51395089988
655,76369.6550600626
2064,135635.36100629665
369,305722.9036321016
2239,133551.53789791753
2732,218909.92571424306
1653,166666.12556735388
959,209959.3377036034
2395,348499.7105965037
1412,96453.66414596456
271,247341.54559283098
1484,155519.40221853615
1497,144099.34216036444
552,155528.2338381148
2,131171.31575429288
1855,281149.0165189909
4,264267.1631661565
2292,148254.05925290342
134,139015.25379329216
646,102943.87446602527
42,317224.7166397562
532,222746.302859783
713,98424.59261920952
2561,140636.52046744796
2360,133952.11880314778
1333,130703.39421674205
1407,214829.7014863527
2892,306608.9425954078
574,219981.0248437816
1227,197843.834318369
2591,228102.51829945092
1476,219699.1396569174
1125,265931.2602740015
1446,143186.15592968982
408,121035.2451703025
1101,297526.0900739288
2251,196962.88142658805
373,188117.15975650944
2554,138304.3375222404
2382,271831.4414320399
1985,90247.33870251114
519,245648.8046541158
1093,185985.1652315894
864,241307.9425636109
2889,157338.22161420935
2308,179937.15361076404
986,149549.13437841396
1302,144095.6574931333
585,157985.10281558253
2708,146539.8340350346
147,132129.11013478084
1441,223238.63045168723
383,197331.05983357033
285,157500.70243997092
181,111105.01047379473
358,195390.44356309963
780,169736.66133096023
258,188981.82219847615
1865,210928.86755476127
692,123504.57251854392
2902,321988.59273941343
508,238222.1299420713
2638,143710.70253235585
36,139841.02560992842
611,177981.45772182604
2281,159970.13953590984
1678,130386.19638383627
1696,428472.8510389555
1557,82120.22250024916
2180,147383.69839405376
1726,256809.69271127722
951,142672.8280359226
267,225680.07357631557
2706,129378.4183696766
2221,248893.59478172933
1357,159718.69326498805
2901,290637.06530931755
347,173963.68364913718
2164,197829.8352680684
1586,306787.8069581226
360,158983.51452932198
1769,258502.15534646699
2617,177558.8687149067
1879,145624.82634818758
991,211305.13467555094
1535,133679.37175263016
1191,139674.94888256813
1579,219445.1057747897
1882,142213.1145923054
1510,132077.558980891
2196,178461.334242196
1845,180670.39109337653
2336,396474.1139087926
942,94431.20170330569
861,118182.84874220697
2555,121330.2454572207
1392,157677.71643933438
2099,253659.03840709434
1543,128395.76202243626
948,268891.7894210954
1239,185983.96574950265
22,203852.1968104594
2796,234531.94353400505
2747,191598.39131138864
92,294661.98334782093
210,169216.35741095047
1858,210861.07560980722
2228,167735.98936064224
447,260635.48222057422
827,244212.88079914462
1649,227595.64718739307
682,139402.46200899244
2698,116827.25220529128
494,162713.03086281844
214,92020.54302401822
2441,241779.11002390384
2679,120626.76693037205
1336,119885.88652380463
465,196578.54455398655
1524,167253.33210107044
2543,121909.83742900632
631,148616.40626177742
2452,327687.3713937433
228,164315.45719418878
126,170100.23603491334
1092,259286.50714799366
1122,211556.09608946636
932,213867.2469436517
1980,76499.20410150968
2171,121279.45666517966
551,155266.72614910197
2768,167005.04036303196
2056,109412.64887889223
1159,355690.74994643254
2645,121953.57000837298
1174,185565.87848537188
2266,216194.45648432456
2462,341844.32303466025
1219,144571.72659471162
2922,186995.7302596052
118,146181.53740767812
474,168858.27597024184
2576,149947.01836229747
872,283333.6917275491
1077,243835.5516817778
1536,167039.25074395887
1150,134170.74721153866
2341,367023.14046747354
1931,151372.12196788128
2785,143924.8860141167
2538,128628.1097201856
597,214649.72174981312
464,225062.04527268826
233,233900.6127093365
2169,144017.97611172227
2123,173277.2813270162
1867,172729.1204659124
137,248566.8514292163
515,239029.1163935991
933,112609.63247162742
2784,157599.1218963505
972,157385.3305759348
599,181448.0905570725
2614,138938.51664317894
2582,157165.32479726349
1409,167902.32042304
175,116483.20546718866
352,244447.0971768053
976,92881.26393866404
2134,198793.2613082786
984,113572.07594258802
2396,354640.6239237046
1673,130563.02904171066
404,113538.86430025627
607,174652.42083713968
814,166365.3027299627
868,192517.73273680793
2271,189991.05064626838
1633,272678.79104148486
337,174198.70978065315
2765,167672.3382304449
1746,240667.44636181832
368,344014.3426223094
2806,211205.56480562556
1662,185408.96980333023
1234,223401.66672707145
1373,138047.42865344702
1672,108450.73224144876
1939,131478.1709058328
