MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RM,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_Stucco,Exterior 1st_Wd Sdng,Exterior 2nd_AsphShn,Exterior 2nd_BrkFace,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,Alley_Pave,Land Contour_HLS,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR3,Lot Config_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_GrnHill,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_Grav,Heating_OthW,Heating_Wall,Central Air_Y,Garage Type_2Types,Garage Type_Basment,Garage Type_BuiltIn,Misc Feature_Elev,Misc Feature_Othr,Misc Feature_TenC,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_New,Sale Type_Oth,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Heating QC,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Area,Wood Deck SF,Open Porch SF,Screen Porch,Pool Area,SalePrice,Age,Mod_Age
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,74.0,9627,4,4,3,7,5,0.0,4,4.0,3.0,0.0,6.0,24.0,0.0,1351.0,5,5,0,1361,0.0,2,0,3,1,4,6,8,0,0.0,2007.0,2.0,610.0,0,50,0,0,193000,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,93.0,10114,4,4,3,5,5,0.0,3,5.0,3.0,0.0,1.0,0.0,0.0,1430.0,5,5,0,1430,0.0,2,0,3,1,4,7,8,0,0.0,2004.0,2.0,624.0,0,0,0,0,173500,6,5
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,34.0,4571,4,4,3,5,5,0.0,3,3.0,3.0,0.0,1.0,0.0,0.0,624.0,2,5,0,1344,0.0,1,0,4,1,3,7,8,0,0.0,1916.0,1.0,513.0,0,0,0,0,98000,92,58
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,80.0,8816,4,4,3,5,6,0.0,3,3.0,3.0,0.0,3.0,651.0,0.0,1121.0,3,5,0,1121,1.0,1,0,3,1,3,5,8,0,0.0,1963.0,1.0,480.0,0,80,0,0,139000,46,46
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,71.0,8197,4,4,3,6,5,148.0,3,3.0,3.0,0.0,1.0,0.0,0.0,660.0,5,5,0,1285,0.0,1,1,3,1,3,7,8,1,3.0,1977.0,2.0,528.0,138,0,0,0,143500,30,30
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,60,72.0,8640,4,4,3,7,5,0.0,3,4.0,3.0,0.0,6.0,24.0,0.0,756.0,5,5,0,1547,0.0,2,1,3,1,4,7,8,0,0.0,2009.0,1.0,614.0,169,45,0,0,215200,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,109.0,8724,4,4,3,5,5,0.0,3,4.0,3.0,0.0,4.0,492.0,0.0,894.0,4,5,0,894,0.0,1,0,3,1,3,5,8,1,1.0,1968.0,3.0,450.0,0,0,0,0,129000,39,39
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,40.0,5664,3,4,3,8,5,0.0,4,4.0,3.0,0.0,6.0,1158.0,0.0,1501.0,5,5,0,1659,1.0,2,0,2,1,5,5,8,1,5.0,2000.0,3.0,499.0,212,59,0,0,278000,9,9
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,60,103.0,12867,3,4,3,8,5,0.0,4,5.0,3.0,0.0,1.0,0.0,0.0,1209.0,5,5,0,2253,0.0,2,1,3,1,5,8,8,1,4.0,2005.0,3.0,575.0,243,142,0,0,344133,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0.0,7980,3,4,3,6,7,0.0,3,4.0,3.0,0.0,5.0,935.0,0.0,1168.0,5,5,0,1187,1.0,2,0,3,1,3,6,8,0,0.0,1992.0,3.0,420.0,483,21,0,0,185000,18,3
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,100.0,34650,4,4,3,5,5,0.0,3,3.0,3.0,0.0,3.0,1056.0,0.0,1056.0,3,5,0,1056,1.0,1,0,3,1,3,5,8,0,0.0,1955.0,3.0,572.0,264,0,0,0,145000,51,51
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,92.0,10573,3,4,3,6,6,3.0,3,3.0,3.0,0.0,3.0,1312.0,0.0,1453.0,5,5,0,1453,1.0,2,0,3,1,3,6,8,1,3.0,1961.0,2.0,530.0,0,49,288,0,187500,48,48
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,65.0,8450,4,4,3,5,8,0.0,3,3.0,3.0,0.0,6.0,553.0,117.0,894.0,5,5,0,894,1.0,1,0,3,1,3,5,8,1,4.0,1973.0,1.0,336.0,416,144,0,0,138500,45,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0.0,11700,3,4,5,5,6,0.0,3,3.0,3.0,0.0,4.0,606.0,0.0,942.0,5,5,0,1938,0.0,2,0,4,1,4,7,6,1,4.0,1937.0,1.0,240.0,0,40,0,0,198000,71,13
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,75.0,8250,4,4,3,5,6,0.0,3,3.0,3.0,0.0,1.0,0.0,0.0,957.0,2,5,0,1991,0.0,2,0,4,2,3,9,8,0,0.0,0.0,0.0,0.0,0,0,0,0,119600,112,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,60.0,8064,4,4,3,5,7,0.0,3,3.0,3.0,0.0,1.0,0.0,0.0,672.0,5,5,0,924,0.0,1,0,3,1,3,6,8,1,1.0,2003.0,1.0,576.0,0,0,0,0,122900,58,1
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,80.0,9600,4,4,3,8,5,0.0,4,4.0,3.0,0.0,5.0,1104.0,0.0,2524.0,3,5,0,2524,1.0,2,1,4,1,4,9,8,1,4.0,1981.0,3.0,542.0,474,120,0,0,278000,28,28
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,0.0,11435,3,4,5,8,7,0.0,3,4.0,3.0,0.0,1.0,0.0,0.0,792.0,2,5,0,1517,0.0,1,0,3,1,4,7,8,2,4.0,1931.0,1.0,400.0,0,0,0,0,230000,77,56
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,30.0,9549,3,4,3,8,5,0.0,4,4.0,4.0,0.0,2.0,437.0,1057.0,1494.0,5,5,0,1494,1.0,1,1,2,1,5,6,8,1,4.0,1995.0,3.0,481.0,0,30,216,0,270000,11,10
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,60.0,10950,4,4,3,6,6,0.0,3,3.0,3.0,0.0,5.0,441.0,0.0,948.0,3,5,0,948,0.0,1,0,2,1,3,5,8,0,0.0,1952.0,1.0,410.0,0,48,0,0,125000,55,55
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,79.0,10637,4,4,3,8,5,336.0,4,5.0,3.0,4.0,6.0,1288.0,0.0,1705.0,5,5,0,1718,1.0,2,0,3,1,4,7,8,1,4.0,2007.0,2.0,826.0,208,44,0,0,297000,2,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,80.0,9000,3,4,5,6,6,82.0,3,4.0,3.0,4.0,1.0,0.0,0.0,160.0,2,5,0,1142,0.0,1,0,2,1,3,5,8,1,4.0,1958.0,2.0,384.0,0,28,0,0,113500,51,51
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,160,41.0,2665,4,4,3,5,6,0.0,3,3.0,3.0,0.0,5.0,548.0,173.0,757.0,5,5,0,1475,0.0,2,0,4,1,3,6,8,1,3.0,1977.0,2.0,336.0,104,26,0,0,127000,29,29
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,105.0,11751,3,4,3,6,6,480.0,3,4.0,3.0,0.0,4.0,705.0,0.0,1844.0,5,5,0,1844,0.0,2,0,3,1,3,7,8,1,3.0,1977.0,2.0,546.0,0,122,0,0,190000,33,33
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,80.0,9600,4,4,3,7,6,320.0,3,3.0,3.0,0.0,5.0,916.0,0.0,1242.0,2,5,0,1242,0.0,1,1,3,1,3,6,8,1,3.0,1973.0,1.0,528.0,0,0,0,0,175500,34,34
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,60.0,8428,2,4,3,5,7,0.0,3,4.0,4.0,0.0,6.0,420.0,0.0,990.0,5,5,0,990,1.0,1,0,3,1,3,5,8,0,0.0,1995.0,1.0,384.0,256,0,0,0,146000,13,13
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,75.0,9937,4,4,3,5,6,0.0,4,3.0,3.0,0.0,4.0,830.0,290.0,1256.0,4,5,0,1256,1.0,1,1,3,1,3,6,8,0,0.0,1965.0,3.0,276.0,736,68,0,0,147500,43,43
